name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.439736
Red Macaron ★1,,1,,5.210787
Gold Macaron ★1,,1,,3.351679
Blue Macaron ★2,,2,,3.252614
Red Macaron ★2,,2,,3.232801
Silver Macaron ★1,,1,,2.925151
School Idol Badge,,1,,2.693451
Silver Macaron ★2,,2,,2.430930
Gold Macaron ★2,,2,,1.946615
Blue Macaron ★3,,3,,1.809026
Red Macaron ★3,,3,,1.725371
Skill Type Seed,,2,,1.386901
SP Type Seed,,1,,1.317006
Guard Type Seed,,1,,1.281783
Voltage Type Seed,,1,,1.255366
Gold Macaron ★3,,3,,0.805724
Silver Macaron ★3,,3,,0.776555
SP Type Sprout,,2,,0.545405
Voltage Type Sprout,,2,,0.525041
Skill Type Sprout,,2,,0.517336
Guard Type Sprout,,2,,0.516786
Skill Type Flower,,4,,0.507430
Guard Type Bud,,3,,0.496423
Voltage Type Bud,,3,,0.483764
SP Type Bud,,3,,0.482113
Skill Type Bud,,3,,0.470556
Voltage Type Flower,,4,,0.470556
Guard Type Flower,,4,,0.455696
SP Type Flower,,4,,0.433132
