name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,10.899149
Red Macaron ★1,,1,,10.612967
Red Macaron ★2,,2,,6.604453
Blue Macaron ★2,,2,,6.393582
Red Macaron ★3,,3,,3.696136
Blue Macaron ★3,,3,,3.542895
School Idol Badge,,1,,2.720367
Skill Type Beginner Book,,1,,1.485265
Guard Type Beginner Book,,1,,1.373281
SP Type Beginner Book,,1,,1.312377
Voltage Type Beginner Book,,1,,1.271775
Voltage Type Intermediate Book,,2,,0.576293
SP Type Secret Book,,4,,0.546169
SP Type Intermediate Book,,2,,0.528487
Guard Type Intermediate Book,,2,,0.518664
Skill Type Intermediate Book,,2,,0.504257
Voltage Type Secret Book,,4,,0.472168
Skill Type Secret Book,,4,,0.463654
Voltage Type Advanced Book,,3,,0.452521
SP Type Advanced Book,,3,,0.447937
Skill Type Advanced Book,,3,,0.445972
Guard Type Advanced Book,,3,,0.438769
Guard Type Secret Book,,4,,0.432875
