name,id,rarity,sum,expectation
,,1,,"18,210.661529"
Gold Macaron ★1,,1,,3.219011
Silver Macaron ★1,,1,,2.888889
School Idol Badge,,1,,2.689788
Silver Macaron ★2,,2,,2.515735
Gold Macaron ★2,,2,,1.952473
Guard Type Beginner Book,,1,,1.359666
Voltage Type Beginner Book,,1,,1.337829
SP Type Beginner Book,,1,,1.322415
Skill Type Beginner Book,,1,,1.226718
Gold Macaron ★3,,3,,0.838793
Silver Macaron ★3,,3,,0.786769
Voltage Type Intermediate Book,,2,,0.621708
Guard Type Advanced Book,,3,,0.536288
SP Type Advanced Book,,3,,0.529865
Guard Type Intermediate Book,,2,,0.515735
Skill Type Intermediate Book,,2,,0.513166
Voltage Type Advanced Book,,3,,0.497752
SP Type Intermediate Book,,2,,0.494541
Guard Type Secret Book,,4,,0.465639
Skill Type Secret Book,,4,,0.457932
Skill Type Advanced Book,,3,,0.447656
Voltage Type Secret Book,,4,,0.430957
SP Type Secret Book,,4,,0.408478
