name,id,rarity,sum,expectation
,,1,,"18,248.041775"
Pink Macaron ★1,,1,,5.396214
Green Macaron ★1,,1,,5.341384
Green Macaron ★2,,2,,3.308094
Pink Macaron ★2,,2,,3.214752
School Idol Badge,,1,,2.643603
Pink Macaron ★3,,3,,1.868146
Green Macaron ★3,,3,,1.737598
Voltage Type Seed,,1,,1.481723
Guard Type Seed,,1,,1.368799
Skill Type Seed,,2,,1.362924
SP Type Seed,,1,,1.345300
Skill Type Sprout,,2,,0.557441
SP Type Sprout,,2,,0.556789
Voltage Type Sprout,,2,,0.546997
Guard Type Sprout,,2,,0.516319
Skill Type Flower,,4,,0.474543
SP Type Bud,,3,,0.474543
Voltage Type Flower,,4,,0.473890
Skill Type Bud,,3,,0.469321
Voltage Type Bud,,3,,0.463446
Guard Type Bud,,3,,0.453655
Guard Type Flower,,4,,0.446475
SP Type Flower,,4,,0.413838
