name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.434524
Pink Macaron ★1,,1,,5.321429
Gold Macaron ★1,,1,,3.268452
Pink Macaron ★2,,2,,3.233929
Silver Macaron ★1,,1,,3.089881
Green Macaron ★2,,2,,3.084524
School Idol Badge,,1,,2.542857
Silver Macaron ★2,,2,,2.508929
Gold Macaron ★2,,2,,1.963095
Green Macaron ★3,,3,,1.880357
Pink Macaron ★3,,3,,1.773214
SP Type Beginner Book,,1,,1.392262
Guard Type Beginner Book,,1,,1.392262
Skill Type Beginner Book,,1,,1.338095
Voltage Type Beginner Book,,1,,1.247619
Silver Macaron ★3,,3,,0.824405
Gold Macaron ★3,,3,,0.800000
SP Type Intermediate Book,,2,,0.616071
Voltage Type Intermediate Book,,2,,0.541071
Guard Type Secret Book,,4,,0.532738
Skill Type Intermediate Book,,2,,0.521429
Guard Type Intermediate Book,,2,,0.502976
Voltage Type Secret Book,,4,,0.492857
SP Type Secret Book,,4,,0.492262
SP Type Advanced Book,,3,,0.491667
Skill Type Secret Book,,4,,0.479167
Guard Type Advanced Book,,3,,0.458333
Voltage Type Advanced Book,,3,,0.455357
Skill Type Advanced Book,,3,,0.417262
