name,id,rarity,sum,expectation
,,1,,"18,174.571805"
School Idol Badge,,1,,2.607378
Guard Type Beginner Book,,1,,1.447299
Skill Type Beginner Book,,1,,1.428854
Guard Type Seed,,1,,1.407115
Voltage Type Seed,,1,,1.373518
Voltage Type Beginner Book,,1,,1.372200
SP Type Beginner Book,,1,,1.355072
SP Type Seed,,1,,1.315547
Skill Type Seed,,2,,1.303030
Guard Type Sprout,,2,,0.648880
Voltage Type Intermediate Book,,2,,0.583004
Skill Type Sprout,,2,,0.577734
Guard Type Intermediate Book,,2,,0.557971
SP Type Sprout,,2,,0.552042
Voltage Type Sprout,,2,,0.546772
Skill Type Intermediate Book,,2,,0.532279
Guard Type Flower,,4,,0.500659
Skill Type Bud,,3,,0.499341
SP Type Bud,,3,,0.499341
SP Type Advanced Book,,3,,0.494071
SP Type Intermediate Book,,2,,0.493412
Voltage Type Bud,,3,,0.489460
Voltage Type Flower,,4,,0.461792
Guard Type Advanced Book,,3,,0.455204
Guard Type Bud,,3,,0.454545
Skill Type Flower,,4,,0.453887
Skill Type Secret Book,,4,,0.451252
SP Type Secret Book,,4,,0.450593
Voltage Type Secret Book,,4,,0.449934
SP Type Flower,,4,,0.447958
Guard Type Secret Book,,4,,0.446640
Skill Type Advanced Book,,3,,0.432148
Voltage Type Advanced Book,,3,,0.427536
