name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.558450
Pink Macaron ★1,,1,,5.283901
Blue Macaron ★1,,1,,5.229793
Red Macaron ★1,,1,,5.220441
Red Macaron ★2,,2,,3.392786
Green Macaron ★2,,2,,3.367401
Blue Macaron ★2,,2,,3.263861
Pink Macaron ★2,,2,,3.086172
School Idol Badge,,1,,2.721443
Red Macaron ★3,,3,,1.800267
Blue Macaron ★3,,3,,1.796259
Pink Macaron ★3,,3,,1.735471
Green Macaron ★3,,3,,1.715431
Voltage Type Beginner Book,,1,,1.410822
SP Type Beginner Book,,1,,1.378758
Guard Type Beginner Book,,1,,1.339345
Skill Type Beginner Book,,1,,1.327989
Guard Type Intermediate Book,,2,,0.544422
SP Type Intermediate Book,,2,,0.535738
Skill Type Intermediate Book,,2,,0.518370
Voltage Type Intermediate Book,,2,,0.507014
Voltage Type Advanced Book,,3,,0.490314
Guard Type Advanced Book,,3,,0.476954
SP Type Advanced Book,,3,,0.462926
Skill Type Secret Book,,4,,0.460254
Skill Type Advanced Book,,3,,0.457582
Guard Type Secret Book,,4,,0.449566
Voltage Type Secret Book,,4,,0.422846
SP Type Secret Book,,4,,0.382766
