name,id,rarity,sum,expectation
,,1,,"11,544.749824"
Red Macaron ★1,,1,,5.689218
Blue Macaron ★1,,1,,5.467935
Red Macaron ★2,,2,,3.197322
Blue Macaron ★2,,2,,3.178295
School Idol Badge,,1,,2.718816
Red Macaron ★3,,3,,1.754052
Blue Macaron ★3,,3,,1.706836
SP Type Seed,,1,,1.403805
Guard Type Seed,,1,,1.358703
Skill Type Seed,,2,,1.284003
Voltage Type Seed,,1,,1.260042
Voltage Type Sprout,,2,,0.560254
Guard Type Sprout,,2,,0.553911
SP Type Sprout,,2,,0.538407
Skill Type Sprout,,2,,0.491191
Guard Type Bud,,3,,0.481325
SP Type Flower,,4,,0.479915
SP Type Bud,,3,,0.473573
Voltage Type Bud,,3,,0.458774
Voltage Type Flower,,4,,0.450317
Guard Type Flower,,4,,0.447498
Skill Type Flower,,4,,0.439746
Skill Type Bud,,3,,0.426357
