name,id,rarity,sum,expectation
,,1,,"11,699.026172"
Yellow Macaron ★1,,1,,5.426659
Purple Macaron ★1,,1,,5.311016
Purple Macaron ★2,,2,,3.321972
Yellow Macaron ★2,,2,,3.269629
School Idol Badge,,1,,2.595253
Yellow Macaron ★3,,3,,1.841753
Purple Macaron ★3,,3,,1.783323
SP Type Beginner Book,,1,,1.386488
Guard Type Beginner Book,,1,,1.373098
Voltage Type Beginner Book,,1,,1.351795
Skill Type Beginner Book,,1,,1.217894
Skill Type Intermediate Book,,2,,0.569690
Voltage Type Intermediate Book,,2,,0.555082
SP Type Intermediate Book,,2,,0.540475
Guard Type Intermediate Book,,2,,0.538649
Voltage Type Secret Book,,4,,0.513694
Skill Type Secret Book,,4,,0.482654
Guard Type Advanced Book,,3,,0.473524
Guard Type Secret Book,,4,,0.473524
Skill Type Advanced Book,,3,,0.472915
Voltage Type Advanced Book,,3,,0.457699
SP Type Secret Book,,4,,0.451004
SP Type Advanced Book,,3,,0.440049
