name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.649838
Green Macaron ★1,,1,,5.447896
Pink Macaron ★1,,1,,5.416181
Blue Macaron ★1,,1,,5.075081
Pink Macaron ★2,,2,,3.416828
Red Macaron ★2,,2,,3.335922
Blue Macaron ★2,,2,,3.222006
Green Macaron ★2,,2,,3.204531
Gold Macaron ★1,,1,,3.155987
Silver Macaron ★1,,1,,3.119741
School Idol Badge,,1,,2.692557
Silver Macaron ★2,,2,,2.489968
Gold Macaron ★2,,2,,1.937864
Green Macaron ★3,,3,,1.818123
Blue Macaron ★3,,3,,1.791586
Pink Macaron ★3,,3,,1.744984
Red Macaron ★3,,3,,1.710680
Silver Macaron ★3,,3,,0.818123
Gold Macaron ★3,,3,,0.812945
