name,id,rarity,sum,expectation
,,1,,"11,545.589261"
Skill Type Beginner Book,,1,,2.726987
Guard Type Beginner Book,,1,,2.697437
SP Type Beginner Book,,1,,2.688808
Voltage Type Beginner Book,,1,,2.688110
School Idol Badge,,1,,2.663703
Skill Type Intermediate Book,,2,,1.081416
Guard Type Intermediate Book,,2,,1.076098
SP Type Intermediate Book,,2,,1.074878
Voltage Type Intermediate Book,,2,,1.068689
Skill Type Advanced Book,,3,,0.966963
Guard Type Advanced Book,,3,,0.966353
Skill Type Secret Book,,4,,0.946130
Voltage Type Secret Book,,4,,0.932444
Voltage Type Advanced Book,,3,,0.931834
SP Type Secret Book,,4,,0.919369
Guard Type Secret Book,,4,,0.914226
SP Type Advanced Book,,3,,0.906294
