name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.502329
Red Macaron ★1,,1,,5.373253
Blue Macaron ★1,,1,,5.243513
Pink Macaron ★1,,1,,5.159015
Blue Macaron ★2,,2,,3.291417
Green Macaron ★2,,2,,3.290086
Pink Macaron ★2,,2,,3.276780
Red Macaron ★2,,2,,3.228210
School Idol Badge,,1,,2.596141
Pink Macaron ★3,,3,,1.829009
Green Macaron ★3,,3,,1.780439
Blue Macaron ★3,,3,,1.755822
Red Macaron ★3,,3,,1.709914
Guard Type Seed,,1,,1.451763
Voltage Type Seed,,1,,1.372588
SP Type Seed,,1,,1.246840
Skill Type Seed,,2,,1.221557
SP Type Sprout,,2,,0.579508
Skill Type Sprout,,2,,0.541583
Voltage Type Sprout,,2,,0.536926
Skill Type Flower,,4,,0.525615
Guard Type Sprout,,2,,0.524950
SP Type Flower,,4,,0.491683
Guard Type Flower,,4,,0.488357
SP Type Bud,,3,,0.477711
Skill Type Bud,,3,,0.476381
Guard Type Bud,,3,,0.471723
Voltage Type Bud,,3,,0.439122
Voltage Type Flower,,4,,0.422488
