name,id,rarity,sum,expectation
,,1,,"11,597.192982"
Yellow Macaron ★1,,1,,5.589474
Purple Macaron ★1,,1,,5.289123
Yellow Macaron ★2,,2,,3.295439
Purple Macaron ★2,,2,,3.159298
School Idol Badge,,1,,2.606316
Yellow Macaron ★3,,3,,1.854737
Purple Macaron ★3,,3,,1.778947
SP Type Seed,,1,,1.476491
Voltage Type Seed,,1,,1.413333
Skill Type Seed,,2,,1.265965
Guard Type Seed,,1,,1.204211
Voltage Type Sprout,,2,,0.536140
Guard Type Sprout,,2,,0.534035
SP Type Sprout,,2,,0.527719
Skill Type Sprout,,2,,0.527018
Skill Type Bud,,3,,0.506667
Guard Type Flower,,4,,0.502456
SP Type Flower,,4,,0.493333
SP Type Bud,,3,,0.464561
Voltage Type Flower,,4,,0.456842
Guard Type Bud,,3,,0.438596
Skill Type Flower,,4,,0.428772
Voltage Type Bud,,3,,0.416140
