name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.382037
Blue Macaron ★1,,1,,5.223276
Blue Macaron ★2,,2,,3.328273
Gold Macaron ★1,,1,,3.185326
Red Macaron ★2,,2,,3.106262
Silver Macaron ★1,,1,,2.957622
School Idol Badge,,1,,2.588235
Silver Macaron ★2,,2,,2.468691
Gold Macaron ★2,,2,,1.931056
Blue Macaron ★3,,3,,1.843137
Red Macaron ★3,,3,,1.776724
Voltage Type Seed,,1,,1.376977
SP Type Seed,,1,,1.375079
Skill Type Seed,,2,,1.339658
Guard Type Seed,,1,,1.297913
Gold Macaron ★3,,3,,0.840607
Silver Macaron ★3,,3,,0.814674
SP Type Sprout,,2,,0.578115
Guard Type Sprout,,2,,0.567995
Skill Type Sprout,,2,,0.529412
Voltage Type Sprout,,2,,0.519292
Skill Type Flower,,4,,0.506009
Guard Type Flower,,4,,0.505376
Guard Type Bud,,3,,0.498419
Skill Type Bud,,3,,0.493991
Voltage Type Flower,,4,,0.485136
SP Type Bud,,3,,0.452878
Voltage Type Bud,,3,,0.435168
SP Type Flower,,4,,0.409867
