name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.551282
Purple Macaron ★1,,1,,5.445665
Green Macaron ★1,,1,,5.380952
Yellow Macaron ★1,,1,,5.209402
Pink Macaron ★2,,2,,3.380952
Green Macaron ★2,,2,,3.273504
Purple Macaron ★2,,2,,3.264957
Yellow Macaron ★2,,2,,3.208181
School Idol Badge,,1,,2.633700
Yellow Macaron ★3,,3,,1.886447
Purple Macaron ★3,,3,,1.846154
Pink Macaron ★3,,3,,1.747863
Green Macaron ★3,,3,,1.731380
Skill Type Seed,,2,,1.399878
Guard Type Seed,,1,,1.387668
Voltage Type Seed,,1,,1.319292
SP Type Seed,,1,,1.258242
Skill Type Sprout,,2,,0.603175
SP Type Sprout,,2,,0.572650
Guard Type Sprout,,2,,0.530525
Voltage Type Sprout,,2,,0.501832
Skill Type Flower,,4,,0.489011
Guard Type Bud,,3,,0.487179
SP Type Flower,,4,,0.486569
SP Type Bud,,3,,0.476801
Voltage Type Bud,,3,,0.475580
Skill Type Bud,,3,,0.468864
Guard Type Flower,,4,,0.460317
Voltage Type Flower,,4,,0.448718
