name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.482490
Green Macaron ★1,,1,,5.342412
Green Macaron ★2,,2,,3.317769
Pink Macaron ★2,,2,,3.217250
Gold Macaron ★1,,1,,3.143969
Silver Macaron ★1,,1,,3.020752
School Idol Badge,,1,,2.561608
Silver Macaron ★2,,2,,2.439689
Gold Macaron ★2,,2,,1.946822
Green Macaron ★3,,3,,1.879377
Pink Macaron ★3,,3,,1.759403
SP Type Seed,,1,,1.397536
Skill Type Seed,,2,,1.349546
Guard Type Seed,,1,,1.337873
Voltage Type Seed,,1,,1.226329
Gold Macaron ★3,,3,,0.883917
Silver Macaron ★3,,3,,0.784695
SP Type Sprout,,2,,0.560960
Guard Type Sprout,,2,,0.549935
Voltage Type Sprout,,2,,0.548638
Skill Type Sprout,,2,,0.519455
SP Type Bud,,3,,0.498054
Voltage Type Flower,,4,,0.489624
Skill Type Bud,,3,,0.478599
Guard Type Bud,,3,,0.464981
Guard Type Flower,,4,,0.463035
SP Type Flower,,4,,0.462387
Voltage Type Bud,,3,,0.452659
Skill Type Flower,,4,,0.444228
