name,id,rarity,sum,expectation
Green Macaron ★1,,1,,10.945665
Pink Macaron ★1,,1,,10.672254
Pink Macaron ★2,,2,,6.567052
Green Macaron ★2,,2,,6.386705
Green Macaron ★3,,3,,3.580925
Pink Macaron ★3,,3,,3.579191
School Idol Badge,,1,,2.595376
Voltage Type Seed,,1,,1.378035
SP Type Seed,,1,,1.367630
Guard Type Seed,,1,,1.364740
Skill Type Seed,,2,,1.344509
SP Type Sprout,,2,,0.582081
Guard Type Sprout,,2,,0.556069
Skill Type Sprout,,2,,0.532370
Skill Type Flower,,4,,0.508671
SP Type Flower,,4,,0.504624
Voltage Type Bud,,3,,0.499422
SP Type Bud,,3,,0.478035
Voltage Type Flower,,4,,0.471098
Voltage Type Sprout,,2,,0.464740
Guard Type Flower,,4,,0.458960
Guard Type Bud,,3,,0.458382
Skill Type Bud,,3,,0.441040
