name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.521930
Blue Macaron ★1,,1,,5.445489
Pink Macaron ★1,,1,,5.400376
Purple Macaron ★1,,1,,5.399749
Green Macaron ★1,,1,,5.320802
Red Macaron ★1,,1,,5.134712
Yellow Macaron ★2,,2,,3.367168
Pink Macaron ★2,,2,,3.330827
Purple Macaron ★2,,2,,3.330201
Red Macaron ★2,,2,,3.293233
Blue Macaron ★2,,2,,3.248747
Green Macaron ★2,,2,,3.167293
School Idol Badge,,1,,2.497494
Pink Macaron ★3,,3,,1.868421
Blue Macaron ★3,,3,,1.866541
Purple Macaron ★3,,3,,1.830827
Red Macaron ★3,,3,,1.807018
Yellow Macaron ★3,,3,,1.785714
Green Macaron ★3,,3,,1.755013
