name,id,rarity,sum,expectation
,,1,,"11,546.078431"
Green Macaron ★1,,1,,5.510458
Pink Macaron ★1,,1,,5.261438
Green Macaron ★2,,2,,3.326797
Pink Macaron ★2,,2,,3.022222
School Idol Badge,,1,,2.657516
Green Macaron ★3,,3,,1.835948
Pink Macaron ★3,,3,,1.777778
Guard Type Beginner Book,,1,,1.387582
Skill Type Beginner Book,,1,,1.354902
SP Type Beginner Book,,1,,1.352941
Voltage Type Beginner Book,,1,,1.352288
Skill Type Intermediate Book,,2,,0.572549
Guard Type Intermediate Book,,2,,0.530065
SP Type Intermediate Book,,2,,0.518954
Guard Type Advanced Book,,3,,0.515033
Voltage Type Intermediate Book,,2,,0.510458
SP Type Advanced Book,,3,,0.505882
Voltage Type Secret Book,,4,,0.472549
Skill Type Secret Book,,4,,0.471895
Voltage Type Advanced Book,,3,,0.456209
Skill Type Advanced Book,,3,,0.453595
SP Type Secret Book,,4,,0.453595
Guard Type Secret Book,,4,,0.424183
