name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.660602
Green Macaron ★1,,1,,5.424090
Gold Macaron ★1,,1,,3.334379
Pink Macaron ★2,,2,,3.321832
Green Macaron ★2,,2,,3.106023
Silver Macaron ★1,,1,,2.928482
School Idol Badge,,1,,2.715182
Silver Macaron ★2,,2,,2.489335
Green Macaron ★3,,3,,1.856336
Gold Macaron ★2,,2,,1.825596
Pink Macaron ★3,,3,,1.659348
SP Type Seed,,1,,1.398369
Guard Type Seed,,1,,1.298620
Voltage Type Seed,,1,,1.272271
Skill Type Seed,,2,,1.259097
Gold Macaron ★3,,3,,0.893350
Silver Macaron ★3,,3,,0.784818
Skill Type Sprout,,2,,0.561481
SP Type Sprout,,2,,0.549561
Voltage Type Sprout,,2,,0.536386
Voltage Type Flower,,4,,0.535759
Guard Type Sprout,,2,,0.518193
Skill Type Bud,,3,,0.511920
Voltage Type Bud,,3,,0.476161
SP Type Bud,,3,,0.470514
SP Type Flower,,4,,0.461731
Guard Type Flower,,4,,0.459849
Skill Type Flower,,4,,0.459222
Guard Type Bud,,3,,0.426600
