name,id,rarity,sum,expectation
,,1,,"11,552.733119"
School Idol Badge,,1,,2.545338
Skill Type Seed,,2,,1.466881
Skill Type Beginner Book,,1,,1.427010
SP Type Beginner Book,,1,,1.407717
SP Type Seed,,1,,1.374920
Guard Type Seed,,1,,1.371704
Voltage Type Seed,,1,,1.338264
Guard Type Beginner Book,,1,,1.294534
Voltage Type Beginner Book,,1,,1.286817
Guard Type Intermediate Book,,2,,0.563987
Skill Type Sprout,,2,,0.553698
Skill Type Intermediate Book,,2,,0.542765
SP Type Intermediate Book,,2,,0.523473
Guard Type Advanced Book,,3,,0.511254
Voltage Type Secret Book,,4,,0.503537
SP Type Sprout,,2,,0.500965
Voltage Type Advanced Book,,3,,0.500965
Voltage Type Sprout,,2,,0.499678
SP Type Flower,,4,,0.493248
Guard Type Bud,,3,,0.489389
Guard Type Flower,,4,,0.484887
Voltage Type Bud,,3,,0.484887
Guard Type Sprout,,2,,0.483601
Skill Type Secret Book,,4,,0.482958
Skill Type Bud,,3,,0.477814
Skill Type Flower,,4,,0.473312
SP Type Advanced Book,,3,,0.468810
Guard Type Secret Book,,4,,0.460450
Voltage Type Flower,,4,,0.459807
SP Type Secret Book,,4,,0.454019
Voltage Type Intermediate Book,,2,,0.441801
SP Type Bud,,3,,0.438585
Skill Type Advanced Book,,3,,0.419293
