name,id,rarity,sum,expectation
,,1,,"11,458.417850"
School Idol Badge,,1,,2.753212
Guard Type Seed,,1,,1.450304
SP Type Seed,,1,,1.423935
Voltage Type Beginner Book,,1,,1.365788
Voltage Type Seed,,1,,1.362407
Skill Type Beginner Book,,1,,1.332657
SP Type Beginner Book,,1,,1.328600
Guard Type Beginner Book,,1,,1.311021
Skill Type Seed,,2,,1.283300
Skill Type Intermediate Book,,2,,0.614604
SP Type Sprout,,2,,0.549020
Voltage Type Flower,,4,,0.545639
Skill Type Sprout,,2,,0.535497
Voltage Type Sprout,,2,,0.535497
Guard Type Sprout,,2,,0.534145
Guard Type Intermediate Book,,2,,0.532116
Guard Type Advanced Book,,3,,0.522650
Voltage Type Advanced Book,,3,,0.507776
SP Type Intermediate Book,,2,,0.503043
SP Type Advanced Book,,3,,0.492901
Voltage Type Intermediate Book,,2,,0.491548
Skill Type Bud,,3,,0.490196
SP Type Flower,,4,,0.483435
Skill Type Advanced Book,,3,,0.481406
Guard Type Secret Book,,4,,0.475997
SP Type Bud,,3,,0.469912
SP Type Secret Book,,4,,0.451657
Skill Type Secret Book,,4,,0.442191
Guard Type Bud,,3,,0.440838
Guard Type Flower,,4,,0.431373
Voltage Type Secret Book,,4,,0.422583
Skill Type Flower,,4,,0.419878
Voltage Type Bud,,3,,0.407708
