name,id,rarity,sum,expectation
,,1,,"11,555.447471"
Blue Macaron ★1,,1,,5.707523
Red Macaron ★1,,1,,5.300259
Red Macaron ★2,,2,,3.291829
Blue Macaron ★2,,2,,3.206226
School Idol Badge,,1,,2.546044
Red Macaron ★3,,3,,1.790532
Blue Macaron ★3,,3,,1.693256
Voltage Type Seed,,1,,1.394293
Skill Type Seed,,2,,1.305447
Guard Type Seed,,1,,1.269780
SP Type Seed,,1,,1.267185
SP Type Sprout,,2,,0.594682
Voltage Type Sprout,,2,,0.580415
Skill Type Sprout,,2,,0.536965
Guard Type Sprout,,2,,0.532425
Voltage Type Bud,,3,,0.527886
SP Type Flower,,4,,0.512970
Voltage Type Flower,,4,,0.478599
Guard Type Bud,,3,,0.471466
Guard Type Flower,,4,,0.455253
SP Type Bud,,3,,0.445525
Skill Type Bud,,3,,0.437095
Skill Type Flower,,4,,0.418936
