name,id,rarity,sum,expectation
,,1,,"18,193.962749"
Green Macaron ★1,,1,,5.575466
Pink Macaron ★1,,1,,5.430957
Pink Macaron ★2,,2,,3.314066
Green Macaron ★2,,2,,3.204881
School Idol Badge,,1,,2.664098
Pink Macaron ★3,,3,,1.733462
Green Macaron ★3,,3,,1.728324
Skill Type Beginner Book,,1,,1.396917
SP Type Beginner Book,,1,,1.395633
Voltage Type Beginner Book,,1,,1.382787
Guard Type Beginner Book,,1,,1.328838
Guard Type Intermediate Book,,2,,0.557482
Voltage Type Intermediate Book,,2,,0.551702
SP Type Intermediate Book,,2,,0.546564
Voltage Type Advanced Book,,3,,0.502890
Skill Type Intermediate Book,,2,,0.496468
SP Type Secret Book,,4,,0.477200
Guard Type Secret Book,,4,,0.475273
Voltage Type Secret Book,,4,,0.474631
SP Type Advanced Book,,3,,0.468208
Skill Type Secret Book,,4,,0.456005
Guard Type Advanced Book,,3,,0.448940
Skill Type Advanced Book,,3,,0.423250
