name,id,rarity,sum,expectation
,,1,,"18,299.663300"
,,1,,"11,499.326599"
School Idol Badge,,1,,2.561616
Voltage Type Seed,,1,,1.420875
SP Type Seed,,1,,1.383838
Skill Type Seed,,2,,1.380471
Guard Type Seed,,1,,1.323906
Skill Type Sprout,,2,,0.572391
SP Type Sprout,,2,,0.530640
Voltage Type Bud,,3,,0.530640
Voltage Type Sprout,,2,,0.515152
SP Type Bud,,3,,0.490236
Guard Type Flower,,4,,0.468687
Guard Type Sprout,,2,,0.468013
Voltage Type Flower,,4,,0.453872
SP Type Flower,,4,,0.453199
Skill Type Bud,,3,,0.450505
Guard Type Bud,,3,,0.444444
Skill Type Flower,,4,,0.441077
