name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.629967
Yellow Macaron ★1,,1,,5.165472
Gold Macaron ★1,,1,,3.415635
Yellow Macaron ★2,,2,,3.336156
Purple Macaron ★2,,2,,3.190879
Silver Macaron ★1,,1,,2.875570
School Idol Badge,,1,,2.707492
Silver Macaron ★2,,2,,2.392182
Gold Macaron ★2,,2,,1.864495
Purple Macaron ★3,,3,,1.772638
Yellow Macaron ★3,,3,,1.729642
Skill Type Seed,,2,,1.409121
Voltage Type Seed,,1,,1.357655
Guard Type Seed,,1,,1.330945
SP Type Seed,,1,,1.271010
Gold Macaron ★3,,3,,0.852769
Silver Macaron ★3,,3,,0.837134
Guard Type Bud,,3,,0.529642
Skill Type Sprout,,2,,0.505537
Skill Type Bud,,3,,0.499023
SP Type Sprout,,2,,0.497068
Guard Type Sprout,,2,,0.495765
Guard Type Flower,,4,,0.489902
SP Type Flower,,4,,0.478827
Skill Type Flower,,4,,0.476221
Voltage Type Bud,,3,,0.459935
Voltage Type Sprout,,2,,0.457980
SP Type Bud,,3,,0.441042
Voltage Type Flower,,4,,0.431922
