name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.542757
Green Macaron ★1,,1,,5.471204
Purple Macaron ★1,,1,,5.293775
Pink Macaron ★1,,1,,5.258290
Green Macaron ★2,,2,,3.303665
Purple Macaron ★2,,2,,3.214660
Gold Macaron ★1,,1,,3.154741
Pink Macaron ★2,,2,,3.148342
Yellow Macaron ★2,,2,,3.145433
Silver Macaron ★1,,1,,3.042467
School Idol Badge,,1,,2.652705
Silver Macaron ★2,,2,,2.374636
Gold Macaron ★2,,2,,1.970913
Pink Macaron ★3,,3,,1.872600
Green Macaron ★3,,3,,1.840605
Yellow Macaron ★3,,3,,1.771379
Purple Macaron ★3,,3,,1.764980
Silver Macaron ★3,,3,,0.835369
Gold Macaron ★3,,3,,0.786504
