name,id,rarity,sum,expectation
,,1,,"18,274.193548"
Blue Macaron ★1,,1,,5.563844
Red Macaron ★1,,1,,5.267473
Blue Macaron ★2,,2,,3.302419
Red Macaron ★2,,2,,3.289651
School Idol Badge,,1,,2.762097
Blue Macaron ★3,,3,,1.845430
Red Macaron ★3,,3,,1.659946
SP Type Beginner Book,,1,,1.439516
Skill Type Beginner Book,,1,,1.360215
Guard Type Beginner Book,,1,,1.354839
Voltage Type Beginner Book,,1,,1.282258
Skill Type Intermediate Book,,2,,0.565860
Voltage Type Intermediate Book,,2,,0.552419
SP Type Secret Book,,4,,0.534946
SP Type Intermediate Book,,2,,0.495296
Skill Type Secret Book,,4,,0.491935
Voltage Type Secret Book,,4,,0.481855
Guard Type Intermediate Book,,2,,0.478495
Voltage Type Advanced Book,,3,,0.457661
Guard Type Secret Book,,4,,0.455645
SP Type Advanced Book,,3,,0.440188
Skill Type Advanced Book,,3,,0.438844
Guard Type Advanced Book,,3,,0.437500
