name,id,rarity,sum,expectation
Red Macaron ★1,,1,,10.754717
Blue Macaron ★1,,1,,10.702516
Red Macaron ★2,,2,,6.461635
Blue Macaron ★2,,2,,6.440881
Red Macaron ★3,,3,,3.721384
Blue Macaron ★3,,3,,3.606289
School Idol Badge,,1,,2.567296
Skill Type Beginner Book,,1,,1.446541
Voltage Type Beginner Book,,1,,1.380503
Guard Type Beginner Book,,1,,1.335220
SP Type Beginner Book,,1,,1.259119
Voltage Type Intermediate Book,,2,,0.575472
SP Type Intermediate Book,,2,,0.553459
Skill Type Intermediate Book,,2,,0.550314
Guard Type Intermediate Book,,2,,0.508176
Guard Type Advanced Book,,3,,0.496855
Skill Type Advanced Book,,3,,0.476730
SP Type Secret Book,,4,,0.474214
Voltage Type Advanced Book,,3,,0.466038
SP Type Advanced Book,,3,,0.462264
Skill Type Secret Book,,4,,0.459119
Guard Type Secret Book,,4,,0.456604
Voltage Type Secret Book,,4,,0.438994
