name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.524331
Pink Macaron ★1,,1,,5.500608
Blue Macaron ★1,,1,,5.434915
Green Macaron ★1,,1,,5.333942
Green Macaron ★2,,2,,3.329075
Red Macaron ★2,,2,,3.324818
Pink Macaron ★2,,2,,3.254258
Gold Macaron ★1,,1,,3.240876
Blue Macaron ★2,,2,,3.190389
Silver Macaron ★1,,1,,2.975669
School Idol Badge,,1,,2.767640
Silver Macaron ★2,,2,,2.405109
Gold Macaron ★2,,2,,1.893552
Red Macaron ★3,,3,,1.864964
Blue Macaron ★3,,3,,1.710462
Pink Macaron ★3,,3,,1.706204
Green Macaron ★3,,3,,1.647810
Gold Macaron ★3,,3,,0.870438
Silver Macaron ★3,,3,,0.819951
