name,id,rarity,sum,expectation
,,1,,"36,702.007528"
School Idol Badge,,1,,2.686324
SP Type Seed,,1,,1.397114
Voltage Type Seed,,1,,1.340652
Skill Type Seed,,2,,1.303639
Guard Type Seed,,1,,1.281681
Voltage Type Sprout,,2,,0.553325
Guard Type Sprout,,2,,0.549561
Skill Type Sprout,,2,,0.543915
SP Type Sprout,,2,,0.524467
Guard Type Bud,,3,,0.509410
SP Type Bud,,3,,0.474279
SP Type Flower,,4,,0.473024
Guard Type Flower,,4,,0.472396
Skill Type Flower,,4,,0.468005
Voltage Type Flower,,4,,0.467378
Skill Type Bud,,3,,0.456713
Voltage Type Bud,,3,,0.446675
