name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.537908
Red Macaron ★1,,1,,5.491503
Blue Macaron ★2,,2,,3.309150
Red Macaron ★2,,2,,3.269281
Gold Macaron ★1,,1,,3.207190
Silver Macaron ★1,,1,,2.993464
School Idol Badge,,1,,2.618301
Silver Macaron ★2,,2,,2.403268
Gold Macaron ★2,,2,,1.984967
Red Macaron ★3,,3,,1.737908
Blue Macaron ★3,,3,,1.724837
Guard Type Seed,,1,,1.412418
Skill Type Seed,,2,,1.333333
SP Type Seed,,1,,1.332026
Voltage Type Seed,,1,,1.268627
Gold Macaron ★3,,3,,0.850327
Silver Macaron ★3,,3,,0.783660
Guard Type Sprout,,2,,0.553595
Skill Type Sprout,,2,,0.548366
Voltage Type Bud,,3,,0.522876
Voltage Type Sprout,,2,,0.520915
SP Type Sprout,,2,,0.503922
SP Type Bud,,3,,0.488889
Skill Type Flower,,4,,0.483007
Guard Type Flower,,4,,0.479085
Voltage Type Flower,,4,,0.462092
SP Type Flower,,4,,0.442484
Guard Type Bud,,3,,0.425490
Skill Type Bud,,3,,0.416993
