name,id,rarity,sum,expectation
,,1,,"11,306.995628"
Blue Macaron ★1,,1,,5.382261
Red Macaron ★1,,1,,5.362898
Blue Macaron ★2,,2,,3.287320
Red Macaron ★2,,2,,3.253592
School Idol Badge,,1,,2.683323
Blue Macaron ★3,,3,,1.853841
Red Macaron ★3,,3,,1.795753
Voltage Type Seed,,1,,1.376015
SP Type Seed,,1,,1.365397
Guard Type Seed,,1,,1.314179
Skill Type Seed,,2,,1.282324
Guard Type Sprout,,2,,0.574641
Skill Type Sprout,,2,,0.554029
Voltage Type Sprout,,2,,0.547158
SP Type Sprout,,2,,0.541537
Voltage Type Flower,,4,,0.486571
SP Type Flower,,4,,0.479076
Guard Type Flower,,4,,0.472829
Guard Type Bud,,3,,0.464085
Skill Type Flower,,4,,0.459088
Voltage Type Bud,,3,,0.452842
SP Type Bud,,3,,0.450344
Skill Type Bud,,3,,0.448470
