name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.405388
Red Macaron ★1,,1,,5.353383
Blue Macaron ★2,,2,,3.354637
Red Macaron ★2,,2,,3.117168
School Idol Badge,,1,,2.625313
Blue Macaron ★3,,3,,1.776942
Red Macaron ★3,,3,,1.723058
SP Type Seed,,1,,1.505013
Voltage Type Beginner Book,,1,,1.421053
Skill Type Beginner Book,,1,,1.410401
Skill Type Seed,,2,,1.316416
Voltage Type Seed,,1,,1.303885
Guard Type Beginner Book,,1,,1.299499
SP Type Beginner Book,,1,,1.295739
Guard Type Seed,,1,,1.278195
Guard Type Sprout,,2,,0.565789
Voltage Type Intermediate Book,,2,,0.545739
Skill Type Sprout,,2,,0.544486
SP Type Sprout,,2,,0.531955
SP Type Intermediate Book,,2,,0.520677
Skill Type Intermediate Book,,2,,0.513784
Guard Type Advanced Book,,3,,0.506892
Voltage Type Secret Book,,4,,0.505013
Voltage Type Sprout,,2,,0.499373
Guard Type Intermediate Book,,2,,0.494987
SP Type Bud,,3,,0.492481
Guard Type Bud,,3,,0.486216
Skill Type Flower,,4,,0.476817
Voltage Type Flower,,4,,0.474311
SP Type Secret Book,,4,,0.473058
SP Type Flower,,4,,0.473058
Voltage Type Bud,,3,,0.472431
Voltage Type Advanced Book,,3,,0.462406
Skill Type Secret Book,,4,,0.456767
Guard Type Secret Book,,4,,0.455514
SP Type Advanced Book,,3,,0.450501
Guard Type Flower,,4,,0.447995
Skill Type Bud,,3,,0.432957
Skill Type Advanced Book,,3,,0.424812
