name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.534063
Blue Macaron ★1,,1,,5.523723
Blue Macaron ★2,,2,,3.294404
Red Macaron ★2,,2,,3.066302
Guard Type Seed,,1,,2.779197
Skill Type Seed,,2,,2.690998
School Idol Badge,,1,,2.665450
Voltage Type Seed,,1,,2.628954
SP Type Seed,,1,,2.579684
Blue Macaron ★3,,3,,1.815085
Red Macaron ★3,,3,,1.726886
Voltage Type Sprout,,2,,1.114355
Guard Type Sprout,,2,,1.108881
Skill Type Sprout,,2,,1.055353
SP Type Sprout,,2,,1.043796
SP Type Bud,,3,,0.978710
Skill Type Bud,,3,,0.977494
Voltage Type Bud,,3,,0.948905
Voltage Type Flower,,4,,0.943431
Guard Type Flower,,4,,0.936740
SP Type Flower,,4,,0.931265
Guard Type Bud,,3,,0.921533
Skill Type Flower,,4,,0.863747
