name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.794889
Pink Macaron ★1,,1,,5.622543
Purple Macaron ★1,,1,,5.559633
Yellow Macaron ★1,,1,,5.507208
Green Macaron ★2,,2,,3.366317
Pink Macaron ★2,,2,,3.264744
Purple Macaron ★2,,2,,3.217562
Yellow Macaron ★2,,2,,3.202490
School Idol Badge,,1,,2.575360
Purple Macaron ★3,,3,,1.863041
Pink Macaron ★3,,3,,1.728702
Yellow Macaron ★3,,3,,1.722149
Green Macaron ★3,,3,,1.646789
Skill Type Beginner Book,,1,,1.422674
SP Type Beginner Book,,1,,1.407602
Guard Type Beginner Book,,1,,1.355832
Voltage Type Beginner Book,,1,,1.328965
Guard Type Intermediate Book,,2,,0.552425
Voltage Type Intermediate Book,,2,,0.542595
Skill Type Intermediate Book,,2,,0.538663
SP Type Advanced Book,,3,,0.511140
Skill Type Advanced Book,,3,,0.487549
SP Type Intermediate Book,,2,,0.484273
Voltage Type Secret Book,,4,,0.484273
Voltage Type Advanced Book,,3,,0.477720
Guard Type Secret Book,,4,,0.469201
Skill Type Secret Book,,4,,0.467890
Guard Type Advanced Book,,3,,0.453473
SP Type Secret Book,,4,,0.408912
