name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.456647
Green Macaron ★1,,1,,5.449583
Red Macaron ★1,,1,,5.414258
Yellow Macaron ★1,,1,,5.359024
Pink Macaron ★1,,1,,5.253051
Purple Macaron ★1,,1,,5.110469
Pink Macaron ★2,,2,,3.449583
Red Macaron ★2,,2,,3.380218
Blue Macaron ★2,,2,,3.327553
Purple Macaron ★2,,2,,3.229929
Yellow Macaron ★2,,2,,3.127168
Green Macaron ★2,,2,,3.113038
School Idol Badge,,1,,2.630700
Yellow Macaron ★3,,3,,1.906230
Purple Macaron ★3,,3,,1.816956
Green Macaron ★3,,3,,1.813102
Pink Macaron ★3,,3,,1.811175
Red Macaron ★3,,3,,1.769428
Blue Macaron ★3,,3,,1.754014
