name,id,rarity,sum,expectation
,,1,,"11,634.593993"
Red Macaron ★1,,1,,5.404894
Blue Macaron ★1,,1,,5.245829
Blue Macaron ★2,,2,,3.298665
Red Macaron ★2,,2,,3.276974
School Idol Badge,,1,,2.567297
Blue Macaron ★3,,3,,1.814794
Red Macaron ★3,,3,,1.804227
Skill Type Seed,,2,,1.353726
SP Type Seed,,1,,1.288654
Guard Type Seed,,1,,1.268632
Voltage Type Seed,,1,,1.268632
SP Type Sprout,,2,,0.576196
Skill Type Sprout,,2,,0.552836
Voltage Type Sprout,,2,,0.545606
Guard Type Sprout,,2,,0.537820
SP Type Bud,,3,,0.491657
Voltage Type Bud,,3,,0.491101
Guard Type Bud,,3,,0.484427
Voltage Type Flower,,4,,0.483871
SP Type Flower,,4,,0.478865
Skill Type Flower,,4,,0.478309
Skill Type Bud,,3,,0.465517
Guard Type Flower,,4,,0.437152
