name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.260131
Silver Macaron ★1,,1,,2.975163
School Idol Badge,,1,,2.611765
Silver Macaron ★2,,2,,2.408497
Gold Macaron ★2,,2,,1.901307
Voltage Type Beginner Book,,1,,1.416340
Voltage Type Seed,,1,,1.403268
Guard Type Beginner Book,,1,,1.382353
Skill Type Beginner Book,,1,,1.375163
Skill Type Seed,,2,,1.373856
SP Type Beginner Book,,1,,1.362092
Guard Type Seed,,1,,1.305229
SP Type Seed,,1,,1.286928
Silver Macaron ★3,,3,,0.879085
Gold Macaron ★3,,3,,0.809804
Voltage Type Intermediate Book,,2,,0.567974
Skill Type Sprout,,2,,0.561438
Guard Type Sprout,,2,,0.549020
Skill Type Intermediate Book,,2,,0.549020
Skill Type Advanced Book,,3,,0.547059
SP Type Intermediate Book,,2,,0.539216
Voltage Type Sprout,,2,,0.538562
Guard Type Intermediate Book,,2,,0.536601
Voltage Type Flower,,4,,0.516993
Skill Type Bud,,3,,0.498693
SP Type Sprout,,2,,0.494771
Voltage Type Bud,,3,,0.490850
Guard Type Bud,,3,,0.487582
Voltage Type Advanced Book,,3,,0.479739
Guard Type Advanced Book,,3,,0.464052
Guard Type Secret Book,,4,,0.460131
Skill Type Secret Book,,4,,0.458824
Guard Type Flower,,4,,0.458824
Skill Type Flower,,4,,0.457516
SP Type Secret Book,,4,,0.456209
Voltage Type Secret Book,,4,,0.442484
SP Type Bud,,3,,0.441830
SP Type Flower,,4,,0.422876
SP Type Advanced Book,,3,,0.411111
