name,id,rarity,sum,expectation
,,1,,"11,517.391304"
Red Macaron ★1,,1,,5.539130
Blue Macaron ★1,,1,,5.176398
Red Macaron ★2,,2,,3.365839
Blue Macaron ★2,,2,,3.214907
School Idol Badge,,1,,2.607453
Blue Macaron ★3,,3,,1.849068
Red Macaron ★3,,3,,1.736025
SP Type Seed,,1,,1.409317
Skill Type Seed,,2,,1.385093
Guard Type Seed,,1,,1.375776
Voltage Type Seed,,1,,1.297516
Skill Type Sprout,,2,,0.556522
SP Type Flower,,4,,0.530435
Guard Type Sprout,,2,,0.529814
SP Type Sprout,,2,,0.525466
Voltage Type Sprout,,2,,0.516770
Guard Type Bud,,3,,0.500621
SP Type Bud,,3,,0.479503
Skill Type Bud,,3,,0.470807
Guard Type Flower,,4,,0.455280
Voltage Type Flower,,4,,0.447205
Skill Type Flower,,4,,0.440373
Voltage Type Bud,,3,,0.398137
