name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.708642
Pink Macaron ★1,,1,,5.432099
Green Macaron ★1,,1,,5.343210
Red Macaron ★1,,1,,5.237654
Red Macaron ★2,,2,,3.353086
Blue Macaron ★2,,2,,3.244444
Pink Macaron ★2,,2,,3.169753
Green Macaron ★2,,2,,3.168519
School Idol Badge,,1,,2.602469
Pink Macaron ★3,,3,,1.853086
Green Macaron ★3,,3,,1.835802
Red Macaron ★3,,3,,1.813580
Blue Macaron ★3,,3,,1.721605
Guard Type Seed,,1,,1.406790
Skill Type Seed,,2,,1.369136
Voltage Type Seed,,1,,1.340123
SP Type Seed,,1,,1.313580
Skill Type Sprout,,2,,0.619136
Guard Type Sprout,,2,,0.540123
Voltage Type Sprout,,2,,0.530247
SP Type Sprout,,2,,0.520988
Skill Type Flower,,4,,0.503704
Skill Type Bud,,3,,0.501235
Guard Type Bud,,3,,0.492593
SP Type Bud,,3,,0.462963
SP Type Flower,,4,,0.461111
Guard Type Flower,,4,,0.459259
Voltage Type Bud,,3,,0.446914
Voltage Type Flower,,4,,0.416667
