name,id,rarity,sum,expectation
,,1,,"18,281.753707"
Green Macaron ★1,,1,,5.411992
Pink Macaron ★1,,1,,5.351386
Pink Macaron ★2,,2,,3.292070
Green Macaron ★2,,2,,3.246937
School Idol Badge,,1,,2.629271
Green Macaron ★3,,3,,1.802708
Pink Macaron ★3,,3,,1.651838
Guard Type Beginner Book,,1,,1.417795
Voltage Type Beginner Book,,1,,1.393939
Skill Type Beginner Book,,1,,1.326886
SP Type Beginner Book,,1,,1.254674
Voltage Type Intermediate Book,,2,,0.599613
Skill Type Intermediate Book,,2,,0.562218
Voltage Type Secret Book,,4,,0.497099
Voltage Type Advanced Book,,3,,0.495809
Guard Type Intermediate Book,,2,,0.493230
SP Type Intermediate Book,,2,,0.488072
SP Type Secret Book,,4,,0.464217
SP Type Advanced Book,,3,,0.462282
Guard Type Secret Book,,4,,0.460348
Guard Type Advanced Book,,3,,0.453256
Skill Type Advanced Book,,3,,0.452611
Skill Type Secret Book,,4,,0.450032
