name,id,rarity,sum,expectation
,,1,,"11,635.015773"
Gold Macaron ★1,,1,,3.271924
Silver Macaron ★1,,1,,2.905994
School Idol Badge,,1,,2.745741
Silver Macaron ★2,,2,,2.425868
Gold Macaron ★2,,2,,1.950158
Guard Type Beginner Book,,1,,1.399369
SP Type Beginner Book,,1,,1.386751
Voltage Type Beginner Book,,1,,1.302208
Skill Type Beginner Book,,1,,1.299685
Gold Macaron ★3,,3,,0.837224
Silver Macaron ★3,,3,,0.747003
Guard Type Intermediate Book,,2,,0.545110
SP Type Intermediate Book,,2,,0.531230
Voltage Type Intermediate Book,,2,,0.517981
Skill Type Intermediate Book,,2,,0.502839
Guard Type Secret Book,,4,,0.498423
Voltage Type Advanced Book,,3,,0.491483
Voltage Type Secret Book,,4,,0.485174
Guard Type Advanced Book,,3,,0.478864
SP Type Secret Book,,4,,0.478864
Skill Type Secret Book,,4,,0.465615
SP Type Advanced Book,,3,,0.463722
Skill Type Advanced Book,,3,,0.446057
