name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.404117
Pink Macaron ★1,,1,,5.382301
Green Macaron ★2,,2,,3.315183
Pink Macaron ★2,,2,,3.292136
Voltage Type Seed,,1,,2.715605
Guard Type Seed,,1,,2.707864
SP Type Seed,,1,,2.702498
Skill Type Seed,,2,,2.699156
School Idol Badge,,1,,2.643913
Pink Macaron ★3,,3,,1.762315
Green Macaron ★3,,3,,1.745338
Guard Type Sprout,,2,,1.093332
Skill Type Sprout,,2,,1.074507
Voltage Type Sprout,,2,,1.063776
SP Type Sprout,,2,,1.044951
SP Type Bud,,3,,0.963670
Guard Type Flower,,4,,0.954433
Guard Type Bud,,3,,0.949507
Voltage Type Bud,,3,,0.949419
Skill Type Bud,,3,,0.939919
Voltage Type Flower,,4,,0.930243
SP Type Flower,,4,,0.929275
Skill Type Flower,,4,,0.903853
