name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.502189
Red Macaron ★1,,1,,5.430269
Blue Macaron ★1,,1,,5.418386
Pink Macaron ★1,,1,,5.314572
Green Macaron ★2,,2,,3.328956
Pink Macaron ★2,,2,,3.311445
Blue Macaron ★2,,2,,3.191995
Red Macaron ★2,,2,,3.075672
School Idol Badge,,1,,2.735460
Green Macaron ★3,,3,,1.819887
Blue Macaron ★3,,3,,1.766729
Red Macaron ★3,,3,,1.749218
Pink Macaron ★3,,3,,1.704190
Voltage Type Seed,,1,,1.344590
SP Type Seed,,1,,1.341463
Guard Type Seed,,1,,1.297686
Skill Type Seed,,2,,1.293308
Guard Type Sprout,,2,,0.574734
Voltage Type Sprout,,2,,0.554096
Skill Type Sprout,,2,,0.545966
SP Type Sprout,,2,,0.535960
Guard Type Bud,,3,,0.524078
Guard Type Flower,,4,,0.474046
SP Type Flower,,4,,0.470919
Voltage Type Bud,,3,,0.470294
Skill Type Bud,,3,,0.464040
SP Type Bud,,3,,0.447154
Skill Type Flower,,4,,0.445278
Voltage Type Flower,,4,,0.424640
