name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.511155
Blue Macaron ★1,,1,,5.488845
Purple Macaron ★1,,1,,5.487533
Yellow Macaron ★1,,1,,5.361549
Red Macaron ★2,,2,,3.423885
Purple Macaron ★2,,2,,3.371391
Yellow Macaron ★2,,2,,3.316929
Blue Macaron ★2,,2,,3.297900
School Idol Badge,,1,,2.631234
Yellow Macaron ★3,,3,,1.823491
Blue Macaron ★3,,3,,1.765748
Red Macaron ★3,,3,,1.640420
Purple Macaron ★3,,3,,1.612205
Guard Type Seed,,1,,1.407480
Voltage Type Seed,,1,,1.338583
SP Type Seed,,1,,1.324803
Skill Type Seed,,2,,1.269685
Voltage Type Sprout,,2,,0.583990
Guard Type Sprout,,2,,0.559055
SP Type Sprout,,2,,0.527559
Voltage Type Flower,,4,,0.525591
Skill Type Sprout,,2,,0.513123
SP Type Flower,,4,,0.509186
SP Type Bud,,3,,0.490157
Skill Type Flower,,4,,0.487533
Guard Type Bud,,3,,0.484908
Skill Type Bud,,3,,0.465879
Voltage Type Bud,,3,,0.415354
Guard Type Flower,,4,,0.414698
