name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.605428
Purple Macaron ★1,,1,,5.558107
Yellow Macaron ★1,,1,,5.258177
Green Macaron ★1,,1,,5.117606
Yellow Macaron ★2,,2,,3.472512
Green Macaron ★2,,2,,3.453723
Purple Macaron ★2,,2,,3.298539
Pink Macaron ★2,,2,,3.177453
School Idol Badge,,1,,2.595685
Pink Macaron ★3,,3,,1.823939
Yellow Macaron ★3,,3,,1.729297
Green Macaron ★3,,3,,1.719555
Purple Macaron ★3,,3,,1.679193
Voltage Type Beginner Book,,1,,1.384830
Guard Type Beginner Book,,1,,1.353514
Skill Type Beginner Book,,1,,1.296451
SP Type Beginner Book,,1,,1.292276
SP Type Intermediate Book,,2,,0.589422
Guard Type Intermediate Book,,2,,0.583159
Skill Type Intermediate Book,,2,,0.516354
Guard Type Advanced Book,,3,,0.501044
SP Type Secret Book,,4,,0.493389
Voltage Type Advanced Book,,3,,0.482255
Skill Type Advanced Book,,3,,0.479471
Voltage Type Intermediate Book,,2,,0.474600
Voltage Type Secret Book,,4,,0.471120
Skill Type Secret Book,,4,,0.460682
SP Type Advanced Book,,3,,0.457203
Guard Type Secret Book,,4,,0.437717
