name,id,rarity,sum,expectation
,,1,,"18,350.027218"
Gold Macaron ★1,,1,,3.310289
Silver Macaron ★1,,1,,3.017964
School Idol Badge,,1,,2.647795
Silver Macaron ★2,,2,,2.335874
Gold Macaron ★2,,2,,1.986391
Voltage Type Beginner Book,,1,,1.385411
Skill Type Beginner Book,,1,,1.373435
SP Type Beginner Book,,1,,1.345672
Guard Type Beginner Book,,1,,1.217746
Gold Macaron ★3,,3,,0.801851
Silver Macaron ★3,,3,,0.792597
SP Type Intermediate Book,,2,,0.537289
Skill Type Secret Book,,4,,0.532934
SP Type Secret Book,,4,,0.530757
Skill Type Intermediate Book,,2,,0.526946
SP Type Advanced Book,,3,,0.504627
Guard Type Secret Book,,4,,0.490474
Guard Type Intermediate Book,,2,,0.490474
Voltage Type Intermediate Book,,2,,0.486119
Guard Type Advanced Book,,3,,0.468699
Skill Type Advanced Book,,3,,0.463800
Voltage Type Secret Book,,4,,0.460533
Voltage Type Advanced Book,,3,,0.421884
