name,id,rarity,sum,expectation
,,1,,"18,247.563353"
Pink Macaron ★1,,1,,5.521118
Green Macaron ★1,,1,,5.384016
Green Macaron ★2,,2,,3.416504
Pink Macaron ★2,,2,,3.247563
School Idol Badge,,1,,2.593892
Pink Macaron ★3,,3,,1.848603
Green Macaron ★3,,3,,1.653671
Skill Type Seed,,2,,1.454191
SP Type Seed,,1,,1.351527
Guard Type Seed,,1,,1.346329
Voltage Type Seed,,1,,1.274854
Guard Type Sprout,,2,,0.638726
SP Type Sprout,,2,,0.521767
Voltage Type Sprout,,2,,0.516569
Skill Type Sprout,,2,,0.515270
Voltage Type Bud,,3,,0.495776
SP Type Flower,,4,,0.484081
SP Type Bud,,3,,0.480182
Voltage Type Flower,,4,,0.471735
Guard Type Flower,,4,,0.448993
Skill Type Bud,,3,,0.443145
Guard Type Bud,,3,,0.441845
Skill Type Flower,,4,,0.413905
