name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.365059
Blue Macaron ★1,,1,,5.125235
Red Macaron ★2,,2,,3.340639
Blue Macaron ★2,,2,,3.265498
School Idol Badge,,1,,2.687539
Red Macaron ★3,,3,,1.871008
Blue Macaron ★3,,3,,1.753287
Guard Type Beginner Book,,1,,1.389480
SP Type Seed,,1,,1.387602
Guard Type Seed,,1,,1.338134
SP Type Beginner Book,,1,,1.333125
Voltage Type Beginner Book,,1,,1.311835
Skill Type Beginner Book,,1,,1.311209
Voltage Type Seed,,1,,1.309330
Skill Type Seed,,2,,1.269881
Voltage Type Intermediate Book,,2,,0.616781
Guard Type Sprout,,2,,0.583594
SP Type Bud,,3,,0.563557
Voltage Type Sprout,,2,,0.557921
SP Type Intermediate Book,,2,,0.551033
Skill Type Sprout,,2,,0.538510
Guard Type Intermediate Book,,2,,0.526612
SP Type Sprout,,2,,0.504696
SP Type Secret Book,,4,,0.499687
Skill Type Intermediate Book,,2,,0.494678
Guard Type Bud,,3,,0.482154
Voltage Type Secret Book,,4,,0.480902
Skill Type Secret Book,,4,,0.480276
Skill Type Flower,,4,,0.480276
Guard Type Secret Book,,4,,0.479023
Guard Type Advanced Book,,3,,0.465247
SP Type Advanced Book,,3,,0.463369
Skill Type Bud,,3,,0.460238
Skill Type Advanced Book,,3,,0.457733
Voltage Type Flower,,4,,0.448967
Voltage Type Bud,,3,,0.445836
SP Type Flower,,4,,0.445210
Guard Type Flower,,4,,0.442079
Voltage Type Advanced Book,,3,,0.430808
