name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.520300
Yellow Macaron ★1,,1,,5.482199
Purple Macaron ★1,,1,,5.464085
Red Macaron ★1,,1,,5.439725
Pink Macaron ★1,,1,,5.274204
Blue Macaron ★1,,1,,5.267333
Red Macaron ★2,,2,,3.360400
Green Macaron ★2,,2,,3.337914
Yellow Macaron ★2,,2,,3.337289
Blue Macaron ★2,,2,,3.336665
Purple Macaron ★2,,2,,3.324172
Pink Macaron ★2,,2,,3.280450
School Idol Badge,,1,,2.587133
Yellow Macaron ★3,,3,,1.856340
Purple Macaron ★3,,3,,1.785134
Blue Macaron ★3,,3,,1.749532
Pink Macaron ★3,,3,,1.690818
Green Macaron ★3,,3,,1.672080
Red Macaron ★3,,3,,1.655840
