name,id,rarity,sum,expectation
,,1,,"18,270.270270"
Pink Macaron ★1,,1,,5.676877
Green Macaron ★1,,1,,5.267267
Green Macaron ★2,,2,,3.209610
Pink Macaron ★2,,2,,3.126126
School Idol Badge,,1,,2.715916
Pink Macaron ★3,,3,,1.859459
Green Macaron ★3,,3,,1.751351
Guard Type Seed,,1,,1.487087
SP Type Seed,,1,,1.361562
Skill Type Seed,,2,,1.295495
Voltage Type Seed,,1,,1.287688
Skill Type Sprout,,2,,0.577177
Voltage Type Sprout,,2,,0.540541
Guard Type Sprout,,2,,0.502102
SP Type Flower,,4,,0.498498
SP Type Sprout,,2,,0.494294
Voltage Type Bud,,3,,0.493093
Voltage Type Flower,,4,,0.485886
Guard Type Bud,,3,,0.481682
Skill Type Flower,,4,,0.470871
Guard Type Flower,,4,,0.461862
SP Type Bud,,3,,0.461261
Skill Type Bud,,3,,0.443243
