name,id,rarity,sum,expectation
,,1,,"18,114.784779"
Pink Macaron ★1,,1,,5.385527
Green Macaron ★1,,1,,5.177168
Pink Macaron ★2,,2,,3.392389
Green Macaron ★2,,2,,3.227698
School Idol Badge,,1,,2.638802
Green Macaron ★3,,3,,1.823456
Pink Macaron ★3,,3,,1.807236
Skill Type Beginner Book,,1,,1.462258
SP Type Beginner Book,,1,,1.401747
Voltage Type Beginner Book,,1,,1.336245
Guard Type Beginner Book,,1,,1.324392
SP Type Intermediate Book,,2,,0.570181
Guard Type Intermediate Book,,2,,0.532127
Voltage Type Intermediate Book,,2,,0.519027
Skill Type Intermediate Book,,2,,0.504679
Voltage Type Advanced Book,,3,,0.499688
SP Type Advanced Book,,3,,0.495321
Skill Type Advanced Book,,3,,0.485340
Voltage Type Secret Book,,4,,0.484092
Guard Type Advanced Book,,3,,0.469744
SP Type Secret Book,,4,,0.464754
Guard Type Secret Book,,4,,0.459763
Skill Type Secret Book,,4,,0.451653
