name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.220443
Silver Macaron ★1,,1,,2.943350
School Idol Badge,,1,,2.550493
Silver Macaron ★2,,2,,2.382389
Gold Macaron ★2,,2,,1.977833
SP Type Seed,,1,,1.407020
Skill Type Seed,,2,,1.405172
Voltage Type Seed,,1,,1.392241
Skill Type Beginner Book,,1,,1.357759
Guard Type Beginner Book,,1,,1.355911
Guard Type Seed,,1,,1.350985
Voltage Type Beginner Book,,1,,1.317118
SP Type Beginner Book,,1,,1.316502
Gold Macaron ★3,,3,,0.857759
Silver Macaron ★3,,3,,0.820197
Guard Type Intermediate Book,,2,,0.558498
Skill Type Intermediate Book,,2,,0.557882
SP Type Intermediate Book,,2,,0.546182
Voltage Type Intermediate Book,,2,,0.541872
SP Type Sprout,,2,,0.538177
Skill Type Sprout,,2,,0.535714
Guard Type Sprout,,2,,0.532020
Voltage Type Sprout,,2,,0.531404
Guard Type Advanced Book,,3,,0.512931
SP Type Advanced Book,,3,,0.508621
Voltage Type Secret Book,,4,,0.508005
SP Type Secret Book,,4,,0.495690
Voltage Type Flower,,4,,0.481527
Skill Type Flower,,4,,0.477833
Guard Type Bud,,3,,0.475985
Voltage Type Bud,,3,,0.475369
Guard Type Secret Book,,4,,0.464286
SP Type Bud,,3,,0.463670
Skill Type Secret Book,,4,,0.445813
SP Type Flower,,4,,0.445197
Skill Type Advanced Book,,3,,0.437808
Voltage Type Advanced Book,,3,,0.434113
Guard Type Flower,,4,,0.430419
Skill Type Bud,,3,,0.429187
