name,id,rarity,sum,expectation
,,1,,"18,186.758276"
Gold Macaron ★1,,1,,3.221736
Silver Macaron ★1,,1,,2.975016
School Idol Badge,,1,,2.720800
Silver Macaron ★2,,2,,2.435978
Gold Macaron ★2,,2,,1.925047
Guard Type Seed,,1,,1.423485
Voltage Type Seed,,1,,1.379763
Skill Type Seed,,2,,1.321674
SP Type Seed,,1,,1.303560
Silver Macaron ★3,,3,,0.852592
Gold Macaron ★3,,3,,0.851968
SP Type Sprout,,2,,0.562773
Voltage Type Sprout,,2,,0.550281
Guard Type Sprout,,2,,0.538413
Skill Type Sprout,,2,,0.523423
SP Type Bud,,3,,0.520300
Guard Type Bud,,3,,0.514678
Voltage Type Bud,,3,,0.482199
Skill Type Flower,,4,,0.474079
Skill Type Bud,,3,,0.461587
Voltage Type Flower,,4,,0.416615
SP Type Flower,,4,,0.412867
Guard Type Flower,,4,,0.395378
