name,id,rarity,sum,expectation
,,1,,"11,483.333333"
Guard Type Beginner Book,,1,,2.792949
Voltage Type Beginner Book,,1,,2.707692
SP Type Beginner Book,,1,,2.707692
School Idol Badge,,1,,2.601282
Skill Type Beginner Book,,1,,2.583333
SP Type Intermediate Book,,2,,1.130128
Skill Type Intermediate Book,,2,,1.123077
Voltage Type Intermediate Book,,2,,1.085256
Guard Type Intermediate Book,,2,,0.983333
Skill Type Advanced Book,,3,,0.968590
Skill Type Secret Book,,4,,0.959615
Guard Type Advanced Book,,3,,0.958974
Voltage Type Advanced Book,,3,,0.948077
SP Type Secret Book,,4,,0.944872
Guard Type Secret Book,,4,,0.921154
Voltage Type Secret Book,,4,,0.917308
SP Type Advanced Book,,3,,0.901923
