name,id,rarity,sum,expectation
,,1,,"11,603.963839"
School Idol Badge,,1,,2.675939
Voltage Type Beginner Book,,1,,1.432545
Guard Type Seed,,1,,1.398470
Guard Type Beginner Book,,1,,1.345619
Skill Type Seed,,2,,1.344228
SP Type Seed,,1,,1.336579
Voltage Type Seed,,1,,1.324061
Skill Type Beginner Book,,1,,1.311544
SP Type Beginner Book,,1,,1.260779
Skill Type Sprout,,2,,0.590403
Voltage Type Intermediate Book,,2,,0.568150
Guard Type Intermediate Book,,2,,0.557024
Guard Type Sprout,,2,,0.549374
Skill Type Intermediate Book,,2,,0.545202
SP Type Intermediate Book,,2,,0.532684
SP Type Sprout,,2,,0.529903
Voltage Type Sprout,,2,,0.520167
Skill Type Secret Book,,4,,0.513213
Voltage Type Bud,,3,,0.502782
Skill Type Bud,,3,,0.491655
Skill Type Advanced Book,,3,,0.486092
SP Type Secret Book,,4,,0.484701
Voltage Type Advanced Book,,3,,0.482615
Voltage Type Secret Book,,4,,0.474270
Voltage Type Flower,,4,,0.472879
Skill Type Flower,,4,,0.462448
Guard Type Secret Book,,4,,0.460362
SP Type Advanced Book,,3,,0.452017
SP Type Flower,,4,,0.449235
Guard Type Advanced Book,,3,,0.447844
Guard Type Bud,,3,,0.444367
Guard Type Flower,,4,,0.444367
SP Type Bud,,3,,0.440195
