name,id,rarity,sum,expectation
,,1,,"11,506.725146"
Gold Macaron ★1,,1,,3.141520
Silver Macaron ★1,,1,,2.801170
School Idol Badge,,1,,2.712281
Silver Macaron ★2,,2,,2.593567
Gold Macaron ★2,,2,,2.005848
Skill Type Beginner Book,,1,,1.368421
Guard Type Beginner Book,,1,,1.339766
Voltage Type Beginner Book,,1,,1.302339
SP Type Beginner Book,,1,,1.253216
Silver Macaron ★3,,3,,0.831579
Gold Macaron ★3,,3,,0.829825
Voltage Type Intermediate Book,,2,,0.578363
SP Type Intermediate Book,,2,,0.569591
Guard Type Intermediate Book,,2,,0.543275
SP Type Secret Book,,4,,0.501170
Skill Type Intermediate Book,,2,,0.500585
Skill Type Advanced Book,,3,,0.497661
Voltage Type Secret Book,,4,,0.497076
Guard Type Secret Book,,4,,0.487719
Voltage Type Advanced Book,,3,,0.484211
Skill Type Secret Book,,4,,0.473684
Guard Type Advanced Book,,3,,0.470760
SP Type Advanced Book,,3,,0.451462
