name,id,rarity,sum,expectation
,,1,,"36,485.364193"
School Idol Badge,,1,,2.565010
SP Type Beginner Book,,1,,1.414568
Guard Type Beginner Book,,1,,1.356705
Skill Type Beginner Book,,1,,1.312457
Voltage Type Beginner Book,,1,,1.265487
Voltage Type Intermediate Book,,2,,0.608577
Skill Type Intermediate Book,,2,,0.580667
Guard Type Intermediate Book,,2,,0.543907
SP Type Intermediate Book,,2,,0.535058
Voltage Type Secret Book,,4,,0.512594
Guard Type Secret Book,,4,,0.494894
Voltage Type Advanced Book,,3,,0.476515
Skill Type Advanced Book,,3,,0.456093
SP Type Advanced Book,,3,,0.455412
Guard Type Advanced Book,,3,,0.443159
SP Type Secret Book,,4,,0.441116
Skill Type Secret Book,,4,,0.437032
