name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.494580
Green Macaron ★1,,1,,5.468157
Pink Macaron ★2,,2,,3.336721
Green Macaron ★2,,2,,3.328591
Gold Macaron ★1,,1,,3.138889
Silver Macaron ★1,,1,,2.968835
School Idol Badge,,1,,2.630081
Silver Macaron ★2,,2,,2.367886
Gold Macaron ★2,,2,,2.057588
Green Macaron ★3,,3,,1.837398
Pink Macaron ★3,,3,,1.707995
SP Type Seed,,1,,1.407182
Guard Type Seed,,1,,1.378049
Skill Type Seed,,2,,1.333333
Voltage Type Seed,,1,,1.197154
Gold Macaron ★3,,3,,0.801491
Silver Macaron ★3,,3,,0.763550
Voltage Type Sprout,,2,,0.569783
SP Type Sprout,,2,,0.550136
Guard Type Sprout,,2,,0.542683
Skill Type Sprout,,2,,0.542005
Voltage Type Flower,,4,,0.500000
Voltage Type Bud,,3,,0.499322
Guard Type Bud,,3,,0.489160
Guard Type Flower,,4,,0.488482
Skill Type Flower,,4,,0.462060
SP Type Bud,,3,,0.460027
SP Type Flower,,4,,0.454607
Skill Type Bud,,3,,0.444444
