name,id,rarity,sum,expectation
,,1,,"11,540.738383"
Yellow Macaron ★1,,1,,5.535328
Purple Macaron ★1,,1,,5.495863
Purple Macaron ★2,,2,,3.181413
Yellow Macaron ★2,,2,,3.081477
School Idol Badge,,1,,2.607257
Yellow Macaron ★3,,3,,1.848504
Purple Macaron ★3,,3,,1.772120
Skill Type Seed,,2,,1.389561
Voltage Type Seed,,1,,1.375557
SP Type Seed,,1,,1.312540
Guard Type Seed,,1,,1.291534
SP Type Bud,,3,,0.558243
Skill Type Sprout,,2,,0.554424
Voltage Type Sprout,,2,,0.534691
Guard Type Sprout,,2,,0.531509
SP Type Sprout,,2,,0.522597
Voltage Type Flower,,4,,0.499682
Guard Type Flower,,4,,0.493316
Skill Type Flower,,4,,0.483768
Voltage Type Bud,,3,,0.471674
SP Type Flower,,4,,0.455124
Skill Type Bud,,3,,0.451941
Guard Type Bud,,3,,0.450668
