name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.461682
Green Macaron ★1,,1,,5.344548
Green Macaron ★2,,2,,3.352025
Pink Macaron ★2,,2,,3.295950
School Idol Badge,,1,,2.534579
Green Macaron ★3,,3,,1.775701
Pink Macaron ★3,,3,,1.737072
Voltage Type Seed,,1,,1.500312
SP Type Beginner Book,,1,,1.384424
SP Type Seed,,1,,1.365109
Voltage Type Beginner Book,,1,,1.358879
Guard Type Seed,,1,,1.335826
Guard Type Beginner Book,,1,,1.324611
Skill Type Seed,,2,,1.297196
Skill Type Beginner Book,,1,,1.239252
Guard Type Intermediate Book,,2,,0.593769
Voltage Type Intermediate Book,,2,,0.555140
Guard Type Sprout,,2,,0.529595
SP Type Sprout,,2,,0.528349
Skill Type Secret Book,,4,,0.522118
Skill Type Sprout,,2,,0.521495
Skill Type Intermediate Book,,2,,0.520872
SP Type Intermediate Book,,2,,0.504673
Guard Type Advanced Book,,3,,0.500312
Voltage Type Bud,,3,,0.500312
SP Type Flower,,4,,0.497196
Guard Type Flower,,4,,0.495327
Voltage Type Advanced Book,,3,,0.489097
SP Type Secret Book,,4,,0.482866
Skill Type Bud,,3,,0.481620
SP Type Bud,,3,,0.479128
Voltage Type Sprout,,2,,0.477259
Voltage Type Secret Book,,4,,0.469159
SP Type Advanced Book,,3,,0.467913
Voltage Type Flower,,4,,0.464798
Skill Type Advanced Book,,3,,0.454829
Guard Type Bud,,3,,0.442368
Guard Type Secret Book,,4,,0.441745
Skill Type Flower,,4,,0.424922
