name,id,rarity,sum,expectation
,,1,,"11,628.409847"
Green Macaron ★1,,1,,5.508317
Pink Macaron ★1,,1,,5.423819
Pink Macaron ★2,,2,,3.324019
Green Macaron ★2,,2,,3.093812
School Idol Badge,,1,,2.561544
Green Macaron ★3,,3,,1.857618
Pink Macaron ★3,,3,,1.737192
Guard Type Seed,,1,,1.405855
Skill Type Seed,,2,,1.367265
SP Type Seed,,1,,1.354624
Voltage Type Seed,,1,,1.328011
Voltage Type Sprout,,2,,0.602794
Guard Type Sprout,,2,,0.587492
SP Type Sprout,,2,,0.554890
Skill Type Bud,,3,,0.536261
Voltage Type Bud,,3,,0.485695
Skill Type Sprout,,2,,0.484365
SP Type Bud,,3,,0.479042
Guard Type Bud,,3,,0.467066
Voltage Type Flower,,4,,0.456420
Guard Type Flower,,4,,0.449767
Skill Type Flower,,4,,0.439122
SP Type Flower,,4,,0.408516
