name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.583884
Red Macaron ★1,,1,,5.400264
Green Macaron ★1,,1,,5.391678
Blue Macaron ★1,,1,,5.317041
Pink Macaron ★2,,2,,3.336856
Red Macaron ★2,,2,,3.321004
Blue Macaron ★2,,2,,3.302510
Green Macaron ★2,,2,,3.118230
School Idol Badge,,1,,2.552180
Red Macaron ★3,,3,,1.883752
Pink Macaron ★3,,3,,1.780713
Green Macaron ★3,,3,,1.772787
Blue Macaron ★3,,3,,1.638045
Voltage Type Seed,,1,,1.385073
Skill Type Seed,,2,,1.377147
SP Type Seed,,1,,1.367239
Guard Type Seed,,1,,1.264201
Guard Type Sprout,,2,,0.566711
Skill Type Sprout,,2,,0.553501
SP Type Sprout,,2,,0.546896
Voltage Type Sprout,,2,,0.545575
Voltage Type Flower,,4,,0.500661
SP Type Bud,,3,,0.480185
Voltage Type Bud,,3,,0.468296
Guard Type Bud,,3,,0.468296
SP Type Flower,,4,,0.461691
Skill Type Bud,,3,,0.457728
Skill Type Flower,,4,,0.441215
Guard Type Flower,,4,,0.433289
